archname,devname,freq_Mhz,wlgroup,wlname,wlinstance,bs,inParams,inActs,outActs,maxActs,inParamBytes,inActBytes,outActBytes,maxActBytes,inBytes,outBytes,tot_ideal_cycles,tot_ideal_msecs,tot_cycles,tot_msecs,ideal_throughput,perf_projection,tot_matrix_cycles,tot_vector_cycles,tot_mem_rd_cycles,tot_mem_wr_cycles,tot_matrix_pipe_util,tot_vector_pipe_util,tot_mem_rd_util,tot_mem_wr_util,rsrc_comp,rsrc_mem,mem_size_GB,device_memsize_GB,fits_device,device_peak_bw_GBps,device_peak_fp8_tflops,stat_filename
Wormhole,n150,1000.0,ONNX,MLP_SIMPLE,default,1,0,3161600,8704,2102272,0,6323200,17408,4204544,6318080,17408,27751.0,0.027751,34689,0.034688750000000004,36034.7374869374,28827.78998954992,143,26,27423,76,0.0030917804763792296,0.0005621419047962236,0.7905444848834277,0.002190912039205794,0.0,1.0,0.0039157867431640625,12,True,288.0,294.91200000000003,mlp_onnx/STATS/n150-ONNX-MLP_SIMPLE-default-b1-opstats.json
